DATE_HOUR,STATION,VALUE(m3/d),VALUE(ft3/d),QUANTILE
2018-03-12 08:00:00,PUENTE DEL DIABLO,10.595,374.1588939141716,q70
2018-03-13 08:00:00,PUENTE DEL DIABLO,14.206,501.6801554454668,q70
2018-03-14 08:00:00,PUENTE DEL DIABLO,13.733,484.97631808620275,q70
2018-03-15 08:00:00,PUENTE DEL DIABLO,19.303,681.6790117248942,q70
2018-03-16 08:00:00,PUENTE DEL DIABLO,20.065,708.5887877666685,q70
2018-03-17 08:00:00,PUENTE DEL DIABLO,19.967,705.1279504279626,q70
2018-03-18 08:00:00,PUENTE DEL DIABLO,29.632,1046.4442042911498,q70
2018-03-19 08:00:00,PUENTE DEL DIABLO,20.039,707.6706064319098,q70
2018-03-20 08:00:00,PUENTE DEL DIABLO,21.476,758.4177825106888,q70
2018-03-21 08:00:00,PUENTE DEL DIABLO,21.7,766.3282678563023,q70
2018-03-22 08:00:00,PUENTE DEL DIABLO,52.8,1864.614402894597,q70
2018-03-23 08:00:00,PUENTE DEL DIABLO,80.0,2825.1733377190867,q70
2018-03-24 08:00:00,PUENTE DEL DIABLO,54.319,1918.2573816445386,q70
2018-03-25 08:00:00,PUENTE DEL DIABLO,66.449,2346.6242889761947,q70
2018-03-26 08:00:00,PUENTE DEL DIABLO,43.059,1520.6142343605768,q70
2018-03-27 08:00:00,PUENTE DEL DIABLO,30.337,1071.3410443297992,q70
2018-03-28 08:00:00,PUENTE DEL DIABLO,28.553,1008.3396788986636,q70
2018-03-29 08:00:00,PUENTE DEL DIABLO,26.009,918.4991667591967,q70
2018-03-30 08:00:00,PUENTE DEL DIABLO,23.007,812.4845372612879,q70
2018-03-31 08:00:00,PUENTE DEL DIABLO,20.114,710.3192064360214,q70
2018-04-01 08:00:00,PUENTE DEL DIABLO,9.9,349.615200542737,q70
2018-04-02 08:00:00,PUENTE DEL DIABLO,18.765,662.6797210287333,q70
2018-04-03 08:00:00,PUENTE DEL DIABLO,10.579,373.59385924662774,q70
2018-04-04 08:00:00,PUENTE DEL DIABLO,14.745,520.7147608083492,q70
2018-04-05 08:00:00,PUENTE DEL DIABLO,12.42,438.6081606808882,q70
2018-04-08 08:00:00,PUENTE DEL DIABLO,12.22,431.54522733659053,q70
2018-04-09 08:00:00,PUENTE DEL DIABLO,10.57,373.27602724613433,q70
2018-04-10 08:00:00,PUENTE DEL DIABLO,11.6,409.6501339692676,q70
2018-04-13 08:00:00,PUENTE DEL DIABLO,11.193,395.2770646136217,q70
2018-04-14 08:00:00,PUENTE DEL DIABLO,12.076,426.4599153286962,q70
2018-04-15 08:00:00,PUENTE DEL DIABLO,12.226,431.75711533691947,q70
2018-04-16 08:00:00,PUENTE DEL DIABLO,10.771,380.37427525715356,q70
2018-04-17 08:00:00,PUENTE DEL DIABLO,12.003,423.88194465802746,q70
2018-04-18 00:00:00,PUENTE DEL DIABLO,12.046,425.4004753270515,q70
2018-04-19 08:00:00,PUENTE DEL DIABLO,12.144,428.8613126657574,q70
2018-04-20 08:00:00,PUENTE DEL DIABLO,11.169,394.42951261230604,q70
2018-04-21 08:00:00,PUENTE DEL DIABLO,12.21,431.1920806693756,q70
2018-04-22 08:00:00,PUENTE DEL DIABLO,11.21,395.8774139478871,q70
2018-04-23 08:00:00,PUENTE DEL DIABLO,11.071,390.9686752736001,q70
2018-04-24 08:00:00,PUENTE DEL DIABLO,12.29,434.01725400709466,q70
2018-04-25 08:00:00,PUENTE DEL DIABLO,11.018,389.09699793736127,q70
2018-04-26 08:00:00,PUENTE DEL DIABLO,12.3,434.3704006743096,q70
2018-04-27 08:00:00,PUENTE DEL DIABLO,11.146,393.61727527771177,q70
2018-04-28 08:00:00,PUENTE DEL DIABLO,12.242,432.3221500044633,q70
2018-04-29 08:00:00,PUENTE DEL DIABLO,12.352,436.206763343827,q70
2018-04-30 08:00:00,PUENTE DEL DIABLO,11.03,389.5207739380191,q70
2018-05-01 08:00:00,PUENTE DEL DIABLO,11.463,404.8120246284236,q70
2018-05-02 08:00:00,PUENTE DEL DIABLO,18.75,662.150001027911,q70
2018-05-03 08:00:00,PUENTE DEL DIABLO,10.09,356.32498721981983,q70
2018-05-04 00:00:00,PUENTE DEL DIABLO,13.753,485.6826114206325,q70
2018-05-04 08:00:00,PUENTE DEL DIABLO,13.753,485.6826114206325,q70
2018-05-05 08:00:00,PUENTE DEL DIABLO,12.35,436.136134010384,q70
2018-05-06 08:00:00,PUENTE DEL DIABLO,8.561,302.32886180266377,q50
2018-05-07 08:00:00,PUENTE DEL DIABLO,9.57,337.9613605246458,q70
2018-05-09 08:00:00,PUENTE DEL DIABLO,0.79,27.898586709975984,q25
2018-05-10 08:00:00,PUENTE DEL DIABLO,13.323,470.49730473039244,q70
2018-05-11 08:00:00,PUENTE DEL DIABLO,11.688,412.7578246407586,q70
2018-05-12 08:00:00,PUENTE DEL DIABLO,10.787,380.9393099246974,q70
2018-05-13 08:00:00,PUENTE DEL DIABLO,9.95,351.3809338788114,q70
2018-05-14 08:00:00,PUENTE DEL DIABLO,9.969,352.0519125465197,q70
2018-05-15 08:00:00,PUENTE DEL DIABLO,10.5,370.80400057563014,q70
2018-05-16 08:00:00,PUENTE DEL DIABLO,13.56,478.86688074338525,q70
2018-05-17 08:00:00,PUENTE DEL DIABLO,12.9,455.55920070720276,q70
2018-05-18 08:00:00,PUENTE DEL DIABLO,13.509,477.0658327405893,q70
2018-05-19 08:00:00,PUENTE DEL DIABLO,13.5,476.7480007400959,q70
2018-05-20 08:00:00,PUENTE DEL DIABLO,12.546,443.0578086877958,q70
2018-05-21 08:00:00,PUENTE DEL DIABLO,10.8,381.39840059207677,q70
2018-05-22 08:00:00,PUENTE DEL DIABLO,10.507,371.0512032426806,q70
2018-05-24 08:00:00,PUENTE DEL DIABLO,9.335,329.66241384509595,q70
2018-05-26 08:00:00,PUENTE DEL DIABLO,8.668,306.10753114186303,q50
2018-05-27 08:00:00,PUENTE DEL DIABLO,9.4,331.9578671819927,q70
2018-05-28 08:00:00,PUENTE DEL DIABLO,8.559,302.2582324692208,q50
2018-05-29 08:00:00,PUENTE DEL DIABLO,8.45,298.40893379657854,q50
2018-05-30 08:00:00,PUENTE DEL DIABLO,8.494,299.96277913232404,q50
2018-06-01 08:00:00,PUENTE DEL DIABLO,10.9,384.9298672642256,q70
2018-06-02 08:00:00,PUENTE DEL DIABLO,12.18,430.132640667731,q70
2018-06-03 08:00:00,PUENTE DEL DIABLO,10.69,377.513787252713,q70
2018-06-04 00:00:00,PUENTE DEL DIABLO,13.706,484.0228220847225,q70
2018-06-04 08:00:00,PUENTE DEL DIABLO,13.706,484.0228220847225,q70
2018-06-05 08:00:00,PUENTE DEL DIABLO,12.398,437.8312380130155,q70
2018-06-08 08:00:00,PUENTE DEL DIABLO,12.09,426.954320662797,q70
2018-06-09 08:00:00,PUENTE DEL DIABLO,0.142,5.014682674451379,q25
2018-06-10 08:00:00,PUENTE DEL DIABLO,10.664,376.5956059179543,q70
2018-06-13 08:00:00,PUENTE DEL DIABLO,10.005,353.32324054849335,q70
2018-06-17 08:00:00,PUENTE DEL DIABLO,9.91,349.9683472099519,q70
2018-06-19 08:00:00,PUENTE DEL DIABLO,9.65,340.7865338623649,q70
2018-06-29 08:00:00,PUENTE DEL DIABLO,9.75,344.3180005345137,q70
2018-07-01 08:00:00,PUENTE DEL DIABLO,10.833,382.5637845938858,q70
2018-07-02 08:00:00,PUENTE DEL DIABLO,17.417,615.0755502881667,q70
2018-07-03 08:00:00,PUENTE DEL DIABLO,10.47,369.7445605739855,q70
2018-07-04 00:00:00,PUENTE DEL DIABLO,13.733,484.97631808620275,q70
2018-07-05 08:00:00,PUENTE DEL DIABLO,11.9,420.24453398571416,q70
2018-07-06 08:00:00,PUENTE DEL DIABLO,10.844,382.9522459278222,q70
2018-07-07 08:00:00,PUENTE DEL DIABLO,9.74,343.9648538672988,q70
2018-07-09 08:00:00,PUENTE DEL DIABLO,0.117,4.131816006414165,q25
2018-07-11 08:00:00,PUENTE DEL DIABLO,10.61,374.6886139149939,q70
2018-07-12 08:00:00,PUENTE DEL DIABLO,10.859,383.48196592864457,q70
2018-07-13 08:00:00,PUENTE DEL DIABLO,10.02,353.8529605493156,q70
2018-07-15 08:00:00,PUENTE DEL DIABLO,9.51,335.84248052135644,q70
2018-07-17 08:00:00,PUENTE DEL DIABLO,9.57,337.9613605246458,q70
2018-07-19 08:00:00,PUENTE DEL DIABLO,10.02,353.8529605493156,q70
2018-07-21 08:00:00,PUENTE DEL DIABLO,9.77,345.02429386894346,q70
2018-07-23 08:00:00,PUENTE DEL DIABLO,9.78,345.37744053615836,q70
2018-07-25 08:00:00,PUENTE DEL DIABLO,10.07,355.6186938853901,q70
2018-07-27 08:00:00,PUENTE DEL DIABLO,10.81,381.7515472592916,q70
2018-07-29 08:00:00,PUENTE DEL DIABLO,9.6,339.02080052629043,q70
2018-08-01 08:00:00,PUENTE DEL DIABLO,10.8,381.39840059207677,q70
2018-08-02 08:00:00,PUENTE DEL DIABLO,18.221,643.4685423322435,q70
2018-08-03 08:00:00,PUENTE DEL DIABLO,18.03,636.7234409884393,q70
2018-08-04 00:00:00,PUENTE DEL DIABLO,12.658,447.0130513606025,q70
2018-08-05 08:00:00,PUENTE DEL DIABLO,11.269,397.9609792844549,q70
2018-08-09 08:00:00,PUENTE DEL DIABLO,0.102,3.6020960055918354,q25
2018-08-10 08:00:00,PUENTE DEL DIABLO,11.681,412.5106219737081,q70
2018-08-13 08:00:00,PUENTE DEL DIABLO,11.217,396.12461661493745,q70
2018-08-16 08:00:00,PUENTE DEL DIABLO,11.84,418.12565398242486,q70
2018-08-19 08:00:00,PUENTE DEL DIABLO,10.58,373.62917391334923,q70
2018-08-23 08:00:00,PUENTE DEL DIABLO,11.85,418.4788006496397,q70
2018-08-30 08:00:00,PUENTE DEL DIABLO,10.61,374.6886139149939,q70
2018-09-01 00:00:00,PUENTE DEL DIABLO,10.629,375.35959258270213,q70
2018-09-02 08:00:00,PUENTE DEL DIABLO,17.886,631.6381289805448,q70
2018-09-03 08:00:00,PUENTE DEL DIABLO,16.72,590.4612275832891,q70
2018-09-04 00:00:00,PUENTE DEL DIABLO,14.584,515.0290994661896,q70
2018-09-05 08:00:00,PUENTE DEL DIABLO,11.3,399.055733952821,q70
2018-09-06 08:00:00,PUENTE DEL DIABLO,9.801,346.11904853730965,q70
2018-09-07 08:00:00,PUENTE DEL DIABLO,9.99,352.793520547671,q70
2018-09-08 08:00:00,PUENTE DEL DIABLO,10.5,370.80400057563014,q70
2018-09-09 08:00:00,PUENTE DEL DIABLO,0.96,33.90208005262904,q25
2018-09-11 08:00:00,PUENTE DEL DIABLO,11.683,412.58125130715115,q70
2018-09-12 08:00:00,PUENTE DEL DIABLO,10.614,374.82987258187984,q70
2018-09-14 08:00:00,PUENTE DEL DIABLO,10.66,376.4543472510683,q70
2018-09-16 08:00:00,PUENTE DEL DIABLO,10.708,378.1494512536998,q70
2018-09-18 08:00:00,PUENTE DEL DIABLO,11.564,408.378805967294,q70
2018-09-20 08:00:00,PUENTE DEL DIABLO,11.614,410.14453930336845,q70
2018-09-21 08:00:00,PUENTE DEL DIABLO,11.614,410.14453930336845,q70
2018-09-24 08:00:00,PUENTE DEL DIABLO,10.52,371.5102939100599,q70
2018-09-26 08:00:00,PUENTE DEL DIABLO,11.791,416.3952353130719,q70
2018-09-28 08:00:00,PUENTE DEL DIABLO,11.624,410.49768597058335,q70
2018-09-30 08:00:00,PUENTE DEL DIABLO,11.702,413.2522299748594,q70
2018-10-01 08:00:00,PUENTE DEL DIABLO,8.5,300.174667132653,q50
2018-10-02 08:00:00,PUENTE DEL DIABLO,13.693,483.5637314173432,q70
2018-10-03 08:00:00,PUENTE DEL DIABLO,12.32,435.07669400873937,q70
2018-10-04 08:00:00,PUENTE DEL DIABLO,12.266,433.16970200577896,q70
2018-10-05 08:00:00,PUENTE DEL DIABLO,8.519,300.84564580036124,q50
2018-10-09 08:00:00,PUENTE DEL DIABLO,0.98,34.60837338705881,q25
2018-10-10 08:00:00,PUENTE DEL DIABLO,13.455,475.1588407376289,q70
2018-10-14 08:00:00,PUENTE DEL DIABLO,10.685,377.3372139191055,q70
2018-10-15 08:00:00,PUENTE DEL DIABLO,13.421,473.9581420690983,q70
2018-10-16 08:00:00,PUENTE DEL DIABLO,10.644,375.8893125835245,q70
2018-10-17 08:00:00,PUENTE DEL DIABLO,13.575,479.3966007442075,q70
2018-10-19 08:00:00,PUENTE DEL DIABLO,13.413,473.6756247353264,q70
2018-10-20 08:00:00,PUENTE DEL DIABLO,10.695,377.6903605863204,q70
2018-10-22 08:00:00,PUENTE DEL DIABLO,0.108,3.813984005920767,q25
2018-10-23 08:00:00,PUENTE DEL DIABLO,0.09,3.1783200049339726,q25
2018-10-24 08:00:00,PUENTE DEL DIABLO,10.722,378.6438565878006,q70
2018-10-26 08:00:00,PUENTE DEL DIABLO,11.584,409.08509930172374,q70
2018-10-28 08:00:00,PUENTE DEL DIABLO,10.718,378.50259792091464,q70
2018-10-30 08:00:00,PUENTE DEL DIABLO,10.652,376.1718299172964,q70
2018-11-01 08:00:00,PUENTE DEL DIABLO,8.564,302.43480580282824,q50
2018-11-02 08:00:00,PUENTE DEL DIABLO,12.529,442.45745935353045,q70
2018-11-03 08:00:00,PUENTE DEL DIABLO,12.833,453.19311803686304,q70
2018-11-04 08:00:00,PUENTE DEL DIABLO,11.256,397.5018886170755,q70
2018-11-05 08:00:00,PUENTE DEL DIABLO,9.95,351.3809338788114,q70
2018-11-06 08:00:00,PUENTE DEL DIABLO,9.723,343.36450453303354,q70
2018-11-09 08:00:00,PUENTE DEL DIABLO,0.82,28.958026711620636,q25
2018-11-11 08:00:00,PUENTE DEL DIABLO,11.704,413.32285930830244,q70
2018-11-12 08:00:00,PUENTE DEL DIABLO,10.644,375.8893125835245,q70
2018-11-13 08:00:00,PUENTE DEL DIABLO,10.803,381.50434459224124,q70
2018-11-15 08:00:00,PUENTE DEL DIABLO,10.656,376.31308858418237,q70
2018-11-17 08:00:00,PUENTE DEL DIABLO,10.689,377.4784725859915,q70
2018-11-19 08:00:00,PUENTE DEL DIABLO,10.736,379.13826192190146,q70
2018-11-21 08:00:00,PUENTE DEL DIABLO,10.683,377.26658458566254,q70
2018-11-23 08:00:00,PUENTE DEL DIABLO,10.737,379.17357658862295,q70
2018-11-25 08:00:00,PUENTE DEL DIABLO,10.657,376.34840325090386,q70
2018-11-27 08:00:00,PUENTE DEL DIABLO,10.708,378.1494512536998,q70
2018-11-29 08:00:00,PUENTE DEL DIABLO,10.798,381.32777125863373,q70
2018-12-01 08:00:00,PUENTE DEL DIABLO,8.3,293.11173378835525,q50
2018-12-02 08:00:00,PUENTE DEL DIABLO,13.606,480.4913554125737,q70
2018-12-03 08:00:00,PUENTE DEL DIABLO,12.75,450.2620006989795,q70
2018-12-04 08:00:00,PUENTE DEL DIABLO,11.332,400.1858032879087,q70
2018-12-05 08:00:00,PUENTE DEL DIABLO,9.48,334.7830405197118,q70
2018-12-09 08:00:00,PUENTE DEL DIABLO,0.101,3.566781338870347,q25
2018-12-10 08:00:00,PUENTE DEL DIABLO,13.629,481.3035927471679,q70
2018-12-13 08:00:00,PUENTE DEL DIABLO,10.8,381.39840059207677,q70
2018-12-15 08:00:00,PUENTE DEL DIABLO,10.901,384.96518193094704,q70
2018-12-17 08:00:00,PUENTE DEL DIABLO,10.881,384.2588885965173,q70
2018-12-19 08:00:00,PUENTE DEL DIABLO,10.847,383.0581899279867,q70
2018-12-21 08:00:00,PUENTE DEL DIABLO,10.782,380.76273659108995,q70
2018-12-23 08:00:00,PUENTE DEL DIABLO,10.274,362.82288589657367,q70
2018-12-25 08:00:00,PUENTE DEL DIABLO,10.474,369.88581924087146,q70
2018-12-27 08:00:00,PUENTE DEL DIABLO,10.442,368.75574990578383,q70
2018-12-29 08:00:00,PUENTE DEL DIABLO,10.65,376.1012005838534,q70
2018-12-31 08:00:00,PUENTE DEL DIABLO,10.65,376.1012005838534,q70
2019-01-03 08:00:00,PUENTE DEL DIABLO,40.5,1430.2440022202877,q70
2019-01-14 08:00:00,PUENTE DEL DIABLO,10.622,375.11238991565176,q70
2019-02-01 08:00:00,PUENTE DEL DIABLO,10.709,378.1847659204212,q70
2019-02-03 08:00:00,PUENTE DEL DIABLO,24.753,874.1439453570069,q70
2019-02-13 08:00:00,PUENTE DEL DIABLO,48.082,1697.9998053026143,q70
2019-02-14 08:00:00,PUENTE DEL DIABLO,44.75,1580.331335786614,q70
2019-02-15 08:00:00,PUENTE DEL DIABLO,44.201,1560.943583756517,q70
2019-02-16 08:00:00,PUENTE DEL DIABLO,42.021,1483.9576103036718,q70
2019-02-17 08:00:00,PUENTE DEL DIABLO,41.481,1464.887690274068,q70
2019-02-18 08:00:00,PUENTE DEL DIABLO,40.405,1426.8891088817463,q70
2019-02-22 08:00:00,PUENTE DEL DIABLO,134.637,4754.6607833810585,q70
2019-02-23 08:00:00,PUENTE DEL DIABLO,105.228,3716.0917497688006,q70
2019-02-24 08:00:00,PUENTE DEL DIABLO,77.214,2726.7866762330195,q70
2019-02-25 08:00:00,PUENTE DEL DIABLO,73.86,2608.341284049147,q70
2019-02-26 08:00:00,PUENTE DEL DIABLO,64.531,2278.8907582043803,q70
2019-02-27 08:00:00,PUENTE DEL DIABLO,49.989,1765.3448747404927,q70
2019-02-28 08:00:00,PUENTE DEL DIABLO,48.755,1721.7665760061761,q70
2019-03-03 08:00:00,PUENTE DEL DIABLO,24.204,854.7561933269097,q70
2019-03-13 08:00:00,PUENTE DEL DIABLO,25.303,893.5670120538257,q70
2019-03-14 08:00:00,PUENTE DEL DIABLO,26.301,928.8110494418712,q70
2019-03-15 08:00:00,PUENTE DEL DIABLO,23.373,825.4097052813528,q70
2019-03-16 08:00:00,PUENTE DEL DIABLO,24.036,848.8233293176996,q70
2019-03-17 08:00:00,PUENTE DEL DIABLO,23.766,839.2883693028976,q70
2019-03-18 08:00:00,PUENTE DEL DIABLO,23.209,819.6180999390285,q70
2019-03-19 08:00:00,PUENTE DEL DIABLO,21.908,773.6737185343719,q70
2019-03-20 08:00:00,PUENTE DEL DIABLO,14.885,525.6588141493576,q70
2019-03-21 08:00:00,PUENTE DEL DIABLO,11.514,406.61307263121955,q70
2019-03-24 08:00:00,PUENTE DEL DIABLO,11.056,390.4389552727778,q70
2019-03-25 08:00:00,PUENTE DEL DIABLO,9.982,352.511003213899,q70
2019-03-26 08:00:00,PUENTE DEL DIABLO,9.72,343.25856053286907,q70
2019-03-28 08:00:00,PUENTE DEL DIABLO,9.863,348.3085578740419,q70
2019-03-29 08:00:00,PUENTE DEL DIABLO,9.936,350.8865285447106,q70
2019-04-01 08:00:00,PUENTE DEL DIABLO,10.52,371.5102939100599,q70
2019-04-03 08:00:00,PUENTE DEL DIABLO,23.657,835.4390706302554,q70
2019-05-02 08:00:00,PUENTE DEL DIABLO,16.77,592.2269609193636,q70
2019-05-03 08:00:00,PUENTE DEL DIABLO,23.93,845.0799746452218,q70
2019-06-01 08:00:00,PUENTE DEL DIABLO,10.484,370.2389659080863,q70
2019-06-03 08:00:00,PUENTE DEL DIABLO,24.753,874.1439453570069,q70
2019-07-02 08:00:00,PUENTE DEL DIABLO,18.815,664.4454543648078,q70
2019-07-03 08:00:00,PUENTE DEL DIABLO,25.857,913.1313374175303,q70
2019-08-01 08:00:00,PUENTE DEL DIABLO,10.418,367.90819790446807,q70
2019-08-02 08:00:00,PUENTE DEL DIABLO,19.358,683.6213183945761,q70
2019-08-03 08:00:00,PUENTE DEL DIABLO,24.821,876.5453426940683,q70
2019-09-02 06:00:00,PUENTE DEL DIABLO,110.0,3884.613339363744,q70
2019-09-02 17:43:00,PUENTE DEL DIABLO,175.0,6180.066676260502,q70
2019-09-03 08:00:00,PUENTE DEL DIABLO,25.1,886.3981347093635,q70
2019-10-01 08:00:00,PUENTE DEL DIABLO,10.34,365.15365390019196,q70
2019-10-02 08:00:00,PUENTE DEL DIABLO,109.0,3849.298672642256,q70
2019-10-03 08:00:00,PUENTE DEL DIABLO,24.897,879.2292573649013,q70
2019-11-02 06:00:00,PUENTE DEL DIABLO,125.0,4414.333340186073,q70
2019-11-03 08:00:00,PUENTE DEL DIABLO,24.797,875.6977906927525,q70
2019-12-01 08:00:00,PUENTE DEL DIABLO,10.554,372.71099257859055,q70
2019-12-02 08:00:00,PUENTE DEL DIABLO,64.387,2273.8054461964857,q70
2019-12-03 08:00:00,PUENTE DEL DIABLO,24.298,858.0757719987296,q70
2020-01-03 08:00:00,PUENTE DEL DIABLO,58.795,2076.3258298899214,q70
2020-01-04 06:00:00,PUENTE DEL DIABLO,49.32,1741.719362703817,q70
2020-01-06 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-01-07 06:00:00,PUENTE DEL DIABLO,8.09,285.6956537768426,q50
2020-01-09 06:00:00,PUENTE DEL DIABLO,8.2,289.58026711620636,q50
2020-01-10 06:00:00,PUENTE DEL DIABLO,8.0,282.5173337719087,q50
2020-01-22 08:00:00,PUENTE DEL DIABLO,16.938,598.1598249285736,q70
2020-01-23 06:00:00,PUENTE DEL DIABLO,17.111,604.2692622713912,q70
2020-01-24 06:00:00,PUENTE DEL DIABLO,20.011,706.681795763708,q70
2020-01-27 06:00:00,PUENTE DEL DIABLO,20.494,723.7387797901871,q70
2020-01-30 06:00:00,PUENTE DEL DIABLO,22.879,807.9642599209374,q70
2020-02-03 08:00:00,PUENTE DEL DIABLO,63.214,2232.3813421321793,q70
2020-02-04 06:00:00,PUENTE DEL DIABLO,37.65,1329.5972020640452,q70
2020-02-07 06:00:00,PUENTE DEL DIABLO,7.69,271.5697870882472,q50
2020-02-09 06:00:00,PUENTE DEL DIABLO,8.2,289.58026711620636,q50
2020-02-10 06:00:00,PUENTE DEL DIABLO,8.0,282.5173337719087,q50
2020-02-13 06:00:00,PUENTE DEL DIABLO,155.5,5491.430675191475,q70
2020-02-14 06:00:00,PUENTE DEL DIABLO,94.492,3336.9534878468994,q70
2020-02-17 06:00:00,PUENTE DEL DIABLO,83.943,2964.419068601916,q70
2020-02-18 06:00:00,PUENTE DEL DIABLO,83.894,2962.6886499325637,q70
2020-02-19 06:00:00,PUENTE DEL DIABLO,79.639,2812.424743032629,q70
2020-02-20 08:00:00,PUENTE DEL DIABLO,91.585,3234.2937516875318,q70
2020-02-23 08:00:00,PUENTE DEL DIABLO,86.275,3046.772871396428,q70
2020-02-24 08:00:00,PUENTE DEL DIABLO,84.272,2976.0375939532864,q70
2020-02-25 08:00:00,PUENTE DEL DIABLO,94.444,3335.258383844268,q70
2020-02-26 08:00:00,PUENTE DEL DIABLO,83.379,2944.5015965709968,q70
2020-02-28 08:00:00,PUENTE DEL DIABLO,78.129,2759.0995962831817,q70
2020-03-02 06:00:00,PUENTE DEL DIABLO,14.276,504.152182115971,q70
2020-03-03 08:00:00,PUENTE DEL DIABLO,58.369,2061.281781866567,q70
2020-03-06 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-03-07 06:00:00,PUENTE DEL DIABLO,7.69,271.5697870882472,q50
2020-03-08 06:00:00,PUENTE DEL DIABLO,8.5,300.174667132653,q50
2020-03-09 06:00:00,PUENTE DEL DIABLO,8.2,289.58026711620636,q50
2020-03-13 06:00:00,PUENTE DEL DIABLO,30.772,1086.7029243536467,q70
2020-03-14 06:00:00,PUENTE DEL DIABLO,45.907,1621.1904051833762,q70
2020-03-15 06:00:00,PUENTE DEL DIABLO,60.15,2124.177203297538,q70
2020-03-16 06:00:00,PUENTE DEL DIABLO,73.584,2598.5944360340163,q70
2020-03-17 06:00:00,PUENTE DEL DIABLO,63.762,2251.733779495555,q70
2020-03-19 06:00:00,PUENTE DEL DIABLO,63.671,2248.5201448238995,q70
2020-03-20 06:00:00,PUENTE DEL DIABLO,59.179,2089.886661910973,q70
2020-03-21 06:00:00,PUENTE DEL DIABLO,57.41,2027.4150164806595,q70
2020-03-22 06:00:00,PUENTE DEL DIABLO,57.42,2027.7681631478747,q70
2020-03-23 06:00:00,PUENTE DEL DIABLO,54.72,1932.4185629998553,q70
2020-03-24 06:00:00,PUENTE DEL DIABLO,55.0,1942.306669681872,q70
2020-03-25 06:00:00,PUENTE DEL DIABLO,59.21,2090.981416579339,q70
2020-03-26 06:00:00,PUENTE DEL DIABLO,53.82,1900.6353629505156,q70
2020-03-28 06:00:00,PUENTE DEL DIABLO,50.79,1793.631922784405,q70
2020-03-29 06:00:00,PUENTE DEL DIABLO,52.02,1837.0689628518362,q70
2020-03-30 06:00:00,PUENTE DEL DIABLO,25.97,917.1218947570585,q70
2020-03-31 06:00:00,PUENTE DEL DIABLO,54.72,1932.4185629998553,q70
2020-04-02 06:00:00,PUENTE DEL DIABLO,11.103,392.09874460868775,q70
2020-04-06 06:00:00,PUENTE DEL DIABLO,8.09,285.6956537768426,q50
2020-04-08 06:00:00,PUENTE DEL DIABLO,8.3,293.11173378835525,q50
2020-04-09 06:00:00,PUENTE DEL DIABLO,8.0,282.5173337719087,q50
2020-04-13 06:00:00,PUENTE DEL DIABLO,31.36,1107.467948385882,q70
2020-04-15 06:00:00,PUENTE DEL DIABLO,22.37,789.9890945596997,q70
2020-04-16 06:00:00,PUENTE DEL DIABLO,19.68,694.9926410788953,q70
2020-04-17 06:00:00,PUENTE DEL DIABLO,14.42,509.2374941238654,q70
2020-04-18 06:00:00,PUENTE DEL DIABLO,13.23,467.213040725294,q70
2020-04-19 06:00:00,PUENTE DEL DIABLO,13.23,467.213040725294,q70
2020-04-20 06:00:00,PUENTE DEL DIABLO,13.23,467.213040725294,q70
2020-04-22 06:00:00,PUENTE DEL DIABLO,10.86,383.517280595366,q70
2020-04-23 06:00:00,PUENTE DEL DIABLO,10.46,369.39141390677065,q70
2020-04-24 06:00:00,PUENTE DEL DIABLO,10.46,369.39141390677065,q70
2020-04-25 06:00:00,PUENTE DEL DIABLO,10.46,369.39141390677065,q70
2020-04-26 06:00:00,PUENTE DEL DIABLO,10.46,369.39141390677065,q70
2020-04-27 06:00:00,PUENTE DEL DIABLO,10.86,383.517280595366,q70
2020-04-28 06:00:00,PUENTE DEL DIABLO,10.86,383.517280595366,q70
2020-04-29 06:00:00,PUENTE DEL DIABLO,10.06,355.2655472181752,q70
2020-05-02 06:00:00,PUENTE DEL DIABLO,10.284,363.1760325637886,q70
2020-05-06 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-05-08 06:00:00,PUENTE DEL DIABLO,8.3,293.11173378835525,q50
2020-05-13 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-05-14 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-05-28 06:00:00,PUENTE DEL DIABLO,8.09,285.6956537768426,q50
2020-05-29 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-06-02 06:00:00,PUENTE DEL DIABLO,9.807,346.3309365376386,q70
2020-06-03 08:00:00,PUENTE DEL DIABLO,60.15,2124.177203297538,q70
2020-06-07 06:00:00,PUENTE DEL DIABLO,8.09,285.6956537768426,q50
2020-06-15 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-06-16 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-06-17 06:00:00,PUENTE DEL DIABLO,8.48,299.46837379822324,q50
2020-06-30 06:00:00,PUENTE DEL DIABLO,8.09,285.6956537768426,q50
2020-07-03 08:00:00,PUENTE DEL DIABLO,24.541,866.6572360120514,q70
2020-07-04 06:00:00,PUENTE DEL DIABLO,33.15,1170.6812018173466,q70
